RowNumber,CustomerId,name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7422,15646521,punj,634,Bangalore,Female,36,1,0,1,1,1,143960.72,0
7423,15746258,marwah,622,Chennai,Male,29,7,101486.96,1,1,1,8788.35,0
7424,15692430,gandhi,699,Mumbai,Male,36,2,123601.56,2,1,0,103557.85,0
7425,15625501,talsania,570,Mumbai,Male,38,1,127201.58,1,1,0,147168.28,1
7426,15640521,nimhan,552,Mumbai,Male,33,3,144962.74,1,1,0,58844.84,1
7427,15790630,tekchandani,619,Chennai,Female,48,4,0,1,0,0,18094.96,1
7428,15664720,motwani,714,Bangalore,Male,33,8,122017.19,1,0,0,162515.17,0
7429,15750055,irani,503,Bangalore,Male,32,9,100262.88,2,1,1,157921.25,0
7430,15644878,chandani,685,Bangalore,Female,43,6,117302.62,1,0,0,68701.73,0
7431,15754578,fotedar,606,Chennai,Female,35,0,135984.15,2,1,0,186778.89,0
7432,15705379,tahiliani,678,Chennai,Male,38,3,0,2,1,0,66561.6,0
7433,15761047,vijayrania,724,Mumbai,Male,31,2,160997.54,2,0,1,64831.36,0
7434,15671293,nandanwar,779,Mumbai,Female,37,2,128389.63,1,1,1,6589.16,1
7435,15687527,amarnath,638,Bangalore,Male,35,1,0,2,1,0,165370.66,0
7436,15647898,lalbhai,610,Bangalore,Female,50,5,130554.51,3,1,0,184758.17,1
7437,15671534,kharbanda,646,Mumbai,Female,57,6,90212,1,1,0,13911.27,1
7438,15591248,ghui,628,Chennai,Female,29,9,71996.29,1,1,1,34857.46,0
7439,15676156,nalamolu,528,Chennai,Female,32,4,85615.66,2,1,0,156192.43,0
7440,15812918,mattu,432,Chennai,Female,27,6,62339.81,2,0,0,53874.67,0
7441,15604130,datey,622,Bangalore,Female,47,6,142319.03,1,0,0,100183.05,0
7442,15700549,taparia,721,Chennai,Male,54,5,0,2,1,1,4493.12,0
7443,15715519,pimplapure,614,Bangalore,Male,36,5,0,2,1,0,130610.78,0
7444,15707042,yelkar,634,Chennai,Female,24,2,87413.19,1,1,0,63340.65,0
7445,15605276,nagpal,742,Chennai,Female,29,4,0,2,1,1,180066.59,0
7446,15630592,laddha,516,Chennai,Female,45,4,0,1,1,0,95273.73,1
7447,15636626,chattaraj,718,Chennai,Male,35,3,97560.16,1,1,1,53511.74,0
7448,15740411,mahakale,636,Mumbai,Male,30,8,141787.31,2,1,1,109685.61,0
7449,15593834,prajapati,691,Bangalore,Male,36,7,129934.64,1,0,0,75664.56,1
7450,15804235,toshniwal,698,Chennai,Female,37,2,166178.02,2,1,1,71972.95,0
7451,15679801,tagore,712,Bangalore,Female,39,5,163097.55,2,1,1,23702.42,0
7452,15673907,srinivasan,659,Chennai,Male,20,8,0,2,0,0,112572.02,0
7453,15636562,jena,573,Bangalore,Male,44,8,0,2,0,0,62424.46,0
7454,15702571,vaze,778,Mumbai,Female,35,1,151958.19,3,1,1,131238.37,1
7455,15627365,dholakia,732,Chennai,Male,46,0,0,2,1,1,184350.78,0
7456,15748499,uppal,550,Mumbai,Male,33,4,118400.91,1,0,1,13999.64,1
7457,15598614,walker,790,Bangalore,Male,20,8,0,2,1,0,168152.76,0
7458,15668889,khobragade,665,Mumbai,Female,43,2,116322.27,4,1,0,35640.12,1
7459,15800049,chandani,728,Bangalore,Female,43,5,0,1,1,1,120088.17,0
7460,15583724,gayatri,645,Bangalore,Female,29,4,0,2,1,1,74346.11,0
7461,15622083,tak,647,Mumbai,Male,30,6,143138.91,2,1,0,2955.46,0
7462,15645571,pahwa,596,Bangalore,Male,32,4,0,2,0,1,146504.35,0
7463,15598266,tadaskar,610,Chennai,Male,40,9,0,1,1,1,149602.54,0
7464,15667934,shriyan,512,Chennai,Male,36,0,129804.17,1,1,0,53020.9,0
7465,15569682,thosar,768,Mumbai,Male,37,9,108308.11,1,1,0,41788.25,1
7466,15772941,mohanty,666,Mumbai,Male,30,3,110153.27,1,0,1,74849.46,0
7467,15586174,oak,700,Mumbai,Female,30,4,116377.48,1,1,1,134417.31,0
7468,15803682,mushrif,651,Mumbai,Female,37,10,117791.06,2,1,1,75837.58,0
7469,15627328,talwar,542,Bangalore,Female,26,2,0,2,1,1,54869.54,0
7470,15717065,watharkar,686,Chennai,Female,35,8,105419.73,1,1,0,35356.46,0
7471,15602456,rathore,850,Mumbai,Female,47,4,99219.47,2,1,1,122141.13,0
7472,15721569,faye,658,Mumbai,Female,55,8,119327.93,1,0,1,119439.66,0
7473,15573798,vaidya,448,Chennai,Female,36,6,83947.12,2,1,0,81999.53,0
7474,15638272,atre,609,Bangalore,Male,32,4,99883.16,1,1,1,120594.85,0
7475,15799859,hiranandani,704,Chennai,Male,50,4,165438.26,1,1,0,120770.75,1
7476,15599152,chanchad,698,Chennai,Male,31,1,156111.24,1,0,0,134790.74,0
7477,15737909,talsania,759,Chennai,Male,44,2,111095.58,2,1,0,100137.7,0
7478,15646190,garcia,677,Chennai,Female,56,0,119963.45,1,0,0,158325.87,1
7479,15711249,bakshi,544,Bangalore,Male,22,4,0,2,1,0,70007.67,0
7480,15671987,lakhani,567,Bangalore,Male,35,8,153137.74,1,1,0,88659.07,0
7481,15812766,sahni,490,Bangalore,Male,40,6,156111.08,1,0,0,190889.13,0
7482,15778589,zahaldar,626,Chennai,Male,34,7,113014.7,2,1,1,56646.28,0
7483,15750104,jajoo,718,Mumbai,Male,43,5,132615.73,2,1,0,32999.1,0
7484,15784526,chaubey,616,Chennai,Male,44,5,102016.38,1,0,1,178235.37,1
7485,15646563,bobde,772,Chennai,Female,35,9,0,1,0,1,25448.31,0
7486,15744423,kulshreshtha,561,Chennai,Male,32,5,0,2,1,0,84871.99,0
7487,15593694,bundela,814,Chennai,Male,49,8,0,2,0,0,157822.54,0
7488,15785367,dabholkar,651,Chennai,Female,56,4,0,1,0,0,84383.22,1
7489,15687765,bodhankar,538,Mumbai,Female,42,4,80380.24,1,1,0,119216.46,0
7490,15789014,papule,600,Chennai,Female,26,6,108909.12,1,1,0,82547.01,0
7491,15703177,mittal,654,Chennai,Female,35,2,90865.8,1,1,1,86764.46,0
7492,15660263,janefalkar,622,Chennai,Male,40,4,99799.76,2,1,0,197372.13,0
7493,15776545,mistry,682,Chennai,Male,28,10,200724.96,1,0,1,82872.64,1
7494,15683276,"ogle, ogale",610,Bangalore,Female,37,10,140363.95,2,1,1,129563.86,0
7495,15599272,menon,795,Chennai,Female,36,1,151844.64,1,1,1,135388.89,0
7496,15589541,tempalli,557,Chennai,Female,27,2,0,2,0,1,4497.55,0
7497,15608804,sonolikar,824,Mumbai,Male,49,8,133231.48,1,1,1,67885.37,0
7498,15645820,garware,698,Chennai,Male,27,7,0,2,1,0,111471.55,0
7499,15659031,bhattacharya,630,Chennai,Female,36,8,126598.99,2,1,1,134407.93,0
7500,15790113,singham,609,Mumbai,Female,71,6,113317.1,1,1,0,108258.22,1
7501,15652289,chitale,694,Chennai,Male,47,4,0,2,1,0,197528.62,0
7502,15605341,kinariwala,681,Chennai,Female,58,8,93173.88,1,1,1,139761.25,0
7503,15697844,bansod,721,Bangalore,Female,32,10,0,1,1,0,136119.96,1
7504,15652048,karthik,563,Mumbai,Male,44,7,105007.31,2,1,1,197812.16,0
7505,15587038,wargantiwar,654,Bangalore,Female,32,2,0,1,1,1,51972.92,1
7506,15660528,somani,659,Bangalore,Male,27,4,0,2,1,0,99341.87,0
7507,15700300,johal,674,Mumbai,Female,44,4,131593.85,1,0,1,171345.02,1
7508,15642001,omble,576,Mumbai,Male,44,9,119530.52,1,1,0,119056.68,1
7509,15580366,zade,566,Mumbai,Male,54,4,118614.6,2,1,1,172601.62,0
7510,15657228,bengre,545,Mumbai,Male,37,9,95829.13,2,0,1,104936.88,0
7511,15729377,vasudevan,798,Chennai,Male,36,1,0,2,1,1,159044.1,0
7512,15686913,sanir,757,Chennai,Male,38,0,0,1,1,0,83263.06,0
7513,15631267,sanon,641,Chennai,Male,50,6,153590.73,2,1,1,130910.78,0
7514,15632275,mahindra,718,Chennai,Male,29,2,0,1,1,0,126336.72,0
7515,15715907,vaida,699,Chennai,Male,64,9,113109.52,1,1,0,27980.8,1
7516,15764841,trivedi,623,Chennai,Female,35,0,130557.24,1,1,1,47880.71,0
7517,15748649,saraf,644,Chennai,Male,40,8,93183.19,1,1,0,73882.49,0
7518,15771409,thackeray,586,Chennai,Male,58,7,151933.63,1,1,0,162960.05,1
7519,15779207,majumdar,500,Mumbai,Male,30,2,125495.64,2,1,1,68807.47,0
7520,15814116,zalpuri,583,Chennai,Female,42,7,0,2,1,0,144039.05,0
7521,15665087,thombre,595,Mumbai,Female,26,8,118547.72,1,1,1,151192.18,0
7522,15611189,wadekar,670,Bangalore,Male,43,1,97792.21,1,0,0,120225.62,0
7523,15729718,tandon,610,Chennai,Male,41,6,0,3,0,0,56118.81,1
7524,15733602,barua,814,Bangalore,Female,72,2,0,2,0,1,130853.03,0
7525,15620103,talsania,660,Chennai,Female,40,8,167181.01,1,1,1,185156.94,0
7526,15770406,pandhripande,580,Mumbai,Male,35,9,121355.19,1,0,1,35671.45,0
7527,15800554,bamnote,850,Chennai,Female,81,1,0,2,1,1,59568.24,0
7528,15611409,wadhawa,676,Bangalore,Male,35,0,0,2,0,0,139911.58,0
7529,15646535,narang,578,Chennai,Male,46,5,113226.47,1,1,0,56770.76,0
7530,15575430,pancholi,579,Chennai,Female,33,1,118392.75,1,1,1,157564.75,0
7531,15711299,mahashabde,711,Mumbai,Female,52,8,145262.54,1,0,1,131473.31,0
7532,15642063,chattopadhyay,692,Chennai,Male,40,6,163505.16,1,0,0,90424.09,0
7533,15706602,udyavar,760,Bangalore,Female,33,1,118114.28,2,0,1,156660.21,0
7534,15592773,ghui,630,Mumbai,Female,51,0,108449.23,3,0,0,88372.69,1
7535,15786539,zutshi,808,Chennai,Male,32,1,0,2,1,1,46200.71,0
7536,15737542,biyani,611,Mumbai,Female,36,10,103294.56,1,1,0,160548.12,0
7537,15590234,nihalani,697,Chennai,Female,42,1,0,1,1,0,1262.83,1
7538,15773776,govind,655,Chennai,Female,38,6,0,1,1,1,188639.28,0
7539,15728082,salian,601,Bangalore,Male,28,6,0,2,1,0,14665.28,0
7540,15609987,pardeshi,755,Chennai,Male,42,2,119919.12,1,1,0,156868.21,0
7541,15735330,paliwal,553,Chennai,Male,37,1,0,1,1,0,30461.55,0
7542,15649430,udyavar,723,Chennai,Male,28,4,0,2,1,1,123885.88,0
7543,15768777,atwal,507,Bangalore,Female,34,4,0,2,1,1,60688.38,0
7544,15777893,uppal,777,Chennai,Male,43,1,0,2,1,0,21785.91,0
7545,15791326,upadhyay,566,Chennai,Male,34,3,0,1,0,0,188135.69,0
7546,15615176,denzongpa,732,Chennai,Male,26,7,0,2,1,0,154364.66,0
7547,15735221,kanitkar,697,Chennai,Female,42,10,0,2,1,0,61312.15,0
7548,15617991,tawde,555,Chennai,Male,29,4,128744.04,1,1,1,47454.93,0
7549,15658504,laddha,584,Mumbai,Female,62,9,137727.34,2,0,1,121102.9,0
7550,15785705,mehra,705,Mumbai,Female,44,10,106731.58,1,1,0,137419.87,1
7551,15801817,gaiki,688,Chennai,Female,38,7,123544.21,1,1,1,157664.02,0
7552,15752578,bhagavathar,626,Chennai,Female,37,2,133968.96,2,1,0,148689.65,0
7553,15781574,uniyal,636,Bangalore,Male,76,9,126534.6,1,1,1,39789.62,0
7554,15792107,suvarna,719,Bangalore,Female,35,8,0,1,1,1,165162.4,0
7555,15569917,nandanwar,706,Bangalore,Male,30,6,87609.68,2,0,0,137674.55,1
7556,15721504,batra,731,Bangalore,Male,41,3,0,2,1,0,101371.72,0
7557,15757306,mendhi,738,Bangalore,Male,49,3,0,3,1,1,65066.48,1
7558,15647295,jajoo,426,Chennai,Male,34,9,0,2,1,0,107876.91,0
7559,15642098,varghese,622,Bangalore,Female,36,0,108960,2,1,0,111180.3,1
7560,15696120,tufchi,701,Bangalore,Female,30,2,0,2,1,0,115650.63,0
7561,15675176,ramelwar,512,Chennai,Male,51,6,144953.31,1,1,1,165035.17,0
7562,15700046,sarnaik,635,Chennai,Male,41,4,103544.88,2,1,0,193746.55,0
7563,15782089,sarode,685,Chennai,Male,33,6,0,1,1,0,58458.26,0
7564,15706394,tripathi,609,Chennai,Male,53,7,0,2,0,1,52332.85,0
7565,15759387,yerukola,598,Mumbai,Male,38,1,101487.18,1,1,1,75959.1,1
7566,15623369,suchak,708,Chennai,Male,52,10,105355.81,1,1,0,123.07,1
7567,15732943,bhosale,574,Bangalore,Male,36,4,77967.5,1,1,0,167066.95,1
7568,15750545,chettipally,629,Chennai,Male,44,5,0,4,0,0,117572.59,1
7569,15809909,tandon,422,Bangalore,Female,54,4,0,2,1,1,7166.71,0
7570,15642448,tahilramani,656,Bangalore,Male,28,8,120047.77,1,1,1,137173.39,0
7571,15791944,rakshit,697,Chennai,Male,32,7,175464.85,3,1,0,116442.42,1
7572,15768342,bhan,718,Chennai,Male,52,8,79475.3,3,1,1,32421.32,1
7573,15567919,agate,586,Mumbai,Male,37,8,167735.69,2,0,1,104665.79,0
7574,15674750,abhyankar,481,Bangalore,Female,37,8,0,2,1,0,44215.86,0
7575,15778345,omkarnath,749,Chennai,Female,33,1,74385.98,1,1,0,20164.47,0
7576,15687634,pagi,561,Mumbai,Male,49,5,94754,1,1,1,26691.31,0
7577,15666096,kukreja,676,Bangalore,Male,27,4,0,1,0,1,107955.67,0
7578,15581700,zalpuri,615,Mumbai,Male,43,3,86920.86,1,1,1,150048.37,0
7579,15656417,lad,582,Chennai,Female,39,1,132077.48,2,1,0,192255.15,0
7580,15649101,bika,601,Chennai,Male,40,10,127847.86,1,0,0,173245.68,0
7581,15781975,gore,708,Chennai,Male,34,3,0,1,0,1,121457.88,1
7582,15700511,tiwaskar,708,Mumbai,Male,42,9,176702.36,2,1,1,104804.74,0
7583,15770255,jindal,797,Mumbai,Female,33,10,83555.58,1,0,0,69767.14,0
7584,15643574,bhutada,682,Chennai,Male,26,8,0,2,1,0,178373.43,0
7585,15595010,kilachand,694,Bangalore,Female,39,9,0,2,0,0,99924.04,0
7586,15580579,thombre,490,Chennai,Female,40,1,0,1,1,1,49594.19,1
7587,15748532,dahake,828,Bangalore,Male,42,10,0,1,1,1,186071.14,0
7588,15773789,lokhande,594,Bangalore,Female,38,7,96858.35,1,1,0,77511.45,0
7589,15600027,gohil,579,Bangalore,Male,33,1,0,2,1,1,54816.57,0
7590,15620832,uppal,723,Chennai,Female,35,0,0,2,0,1,61290.99,0
7591,15568819,zate,619,Mumbai,Female,42,8,132796.04,3,1,1,191821.35,1
7592,15748691,padwad,794,Bangalore,Female,30,1,154970.54,1,0,1,156768.45,0
7593,15583552,kottary,674,Mumbai,Male,44,3,88902.21,1,1,0,73731.32,0
7594,15588019,karanth,418,Chennai,Male,28,7,98738.92,1,1,0,122190.22,0
7595,15713250,gawande,502,Chennai,Male,33,8,0,2,1,1,123509.01,0
7596,15569595,goenka,678,Chennai,Female,50,6,0,1,1,0,8199.5,0
7597,15794868,yenkie,599,Mumbai,Male,40,10,137456.28,2,1,1,14113.11,0
7598,15576680,shetty,736,Chennai,Male,29,4,0,2,0,0,51705.01,0
7599,15613699,wadhavkar,430,Chennai,Female,60,7,73937.02,1,1,0,161937.62,1
7600,15609758,srivastava,537,Chennai,Female,45,7,158621.04,1,1,0,120892.96,1
7601,15762392,phogat,683,Bangalore,Male,30,1,113257.2,1,1,1,65035.02,0
7602,15693382,chanana,828,Chennai,Male,31,9,0,1,0,1,164257.37,0
7603,15791769,gowarikar,691,Chennai,Female,29,9,116536.43,1,1,0,51987.99,0
7604,15712483,parihar,608,Bangalore,Female,28,4,0,2,1,0,10899.63,1
7605,15636454,chaphekar,691,Chennai,Female,60,6,101070.69,1,1,0,177355.8,1
7606,15710138,saluja,718,Bangalore,Male,39,6,0,2,0,1,63889.1,0
7607,15571571,wanjari,680,Mumbai,Female,31,3,127331.46,3,1,1,176433.6,0
7608,15638751,hansraj,838,Bangalore,Female,41,5,0,2,1,0,81313.51,0
7609,15598574,paliwal,695,Bangalore,Female,31,5,0,2,0,1,13998.88,0
7610,15796787,tamhankar,681,Chennai,Male,46,0,105969.42,1,1,0,5771.56,0
7611,15615670,siddiqui,762,Chennai,Male,36,5,119547.46,1,1,1,42693.65,0
7612,15705506,dabral,751,Bangalore,Male,38,7,0,2,0,0,90839.61,0
7613,15599535,bharjatya,678,Bangalore,Male,28,5,138668.18,1,1,1,54144.01,0
7614,15768449,rao,634,Chennai,Female,37,7,51582.5,2,1,1,184312.88,0
7615,15725002,prasade,749,Chennai,Male,37,7,0,2,1,0,20306.79,0
7616,15611682,adhikane,590,Bangalore,Male,37,6,169902.92,1,1,1,128256.18,0
7617,15749964,malviya,610,Chennai,Female,27,4,87262.4,2,1,0,182720.07,0
7618,15678779,katoch,502,Chennai,Male,33,7,0,2,0,1,4082.52,0
7619,15752601,patne,578,Chennai,Female,40,7,0,2,0,0,102233.73,0
7620,15758477,patnaik,547,Chennai,Female,32,2,0,2,1,0,132002.83,0
7621,15629133,mandal,579,Chennai,Female,27,9,0,2,1,0,126838.7,0
7622,15604963,arjun,661,Chennai,Male,39,5,0,2,0,0,181461.46,0
7623,15796413,mehrotra,794,Chennai,Male,46,6,0,2,1,0,195325.74,0
7624,15812470,arora,719,Chennai,Male,61,5,0,2,0,1,29132.43,0
7625,15587443,mandlekar,728,Chennai,Female,69,1,0,2,1,1,131804.86,0
7626,15689692,vijayrania,598,Mumbai,Male,19,3,150348.37,1,1,1,173784.04,0
7627,15779586,narayan,822,Mumbai,Female,46,3,115074.02,2,1,0,26249.86,0
7628,15667588,thakran,670,Bangalore,Female,40,3,0,1,1,1,182650.15,0
7629,15624423,zaveri,850,Chennai,Male,28,8,99986.98,1,1,0,196582.55,0
7630,15591107,malhotra,723,Mumbai,Female,68,3,110357,1,0,0,141977.54,1
7631,15748986,bhowmick,705,Mumbai,Male,42,8,166685.92,2,1,1,55313.51,0
7632,15793896,pohankar,677,Bangalore,Male,40,7,95312.8,1,1,1,62944.75,0
7633,15620570,palan,736,Chennai,Male,43,4,202443.47,1,1,0,72375.03,0
7634,15727811,garach,661,Mumbai,Female,47,0,109493.62,1,0,0,188324.01,1
7635,15707681,chimalwar,501,Mumbai,Male,38,9,88977.39,2,0,1,133403.07,0
7636,15702030,tirodkar,516,Chennai,Female,29,2,104982.57,1,1,0,157378.5,0
7637,15673238,tahil,517,Mumbai,Female,59,8,154110.99,2,1,0,101240.08,1
7638,15604196,thapar,766,Chennai,Male,32,6,185714.28,1,1,1,102502.5,0
7639,15769356,chabbria,520,Mumbai,Female,23,3,116022.53,2,1,1,37577.66,0
7640,15665590,dalvi,541,Chennai,Male,46,6,0,2,1,1,83456.67,0
7641,15572361,agarwal,790,Mumbai,Female,34,2,164011.48,1,1,0,199420.41,0
7642,15667460,ramisetty,797,Chennai,Male,31,9,0,2,1,1,24748.89,0
7643,15654760,malviya,811,Chennai,Male,40,1,101514.89,1,1,1,121765,0
7644,15632669,chowdhary,722,Bangalore,Female,32,4,0,2,1,1,113666.48,0
7645,15613673,luthra,675,Chennai,Male,28,9,0,1,1,0,134110.93,0
7646,15698522,watwe,660,Mumbai,Male,39,9,134599.33,2,1,0,183095.87,0
7647,15741633,virk,566,Bangalore,Male,32,10,147511.26,1,1,1,159891.03,0
7648,15674583,naudiyal,768,Chennai,Male,25,0,78396.08,1,1,1,8316.19,0
7649,15665374,merchant,610,Bangalore,Female,31,5,0,2,0,0,63736.36,0
7650,15588854,tanwar,715,Chennai,Female,31,3,110581.29,1,1,1,94715.24,0
7651,15810716,kulkarni,750,Mumbai,Male,42,8,151836.36,2,1,0,68695.38,0
7652,15776921,dharmadhikari,431,Mumbai,Male,45,5,83624.55,2,0,0,36899.62,0
7653,15569394,mahindra,704,Chennai,Male,24,2,148197.15,2,1,0,182775.08,0
7654,15788215,mhatre,535,Bangalore,Female,30,5,122924.75,1,0,0,62390.59,1
7655,15641007,thota,614,Chennai,Female,38,4,72594,1,1,1,76042.48,0
7656,15594651,bradoo,748,Chennai,Male,38,4,115221.36,1,0,1,70956.75,0
7657,15575146,pande,492,Mumbai,Male,51,8,117808.74,2,1,1,67311.12,0
7658,15608916,kapre,573,Chennai,Male,40,7,147754.68,1,1,1,110454.46,0
7659,15666297,talgeri,706,Bangalore,Female,53,3,0,3,0,0,88479.02,1
7660,15598586,sahni,680,Chennai,Male,31,10,113292.17,1,1,1,122639.73,0
7661,15665014,bhakri,458,Bangalore,Male,36,5,0,2,1,0,79723.78,0
7662,15701738,buddharaju,612,Mumbai,Male,44,2,115163.38,1,1,1,97677.52,1
7663,15650591,bhandari,809,Mumbai,Male,50,10,118098.62,1,1,1,100720.02,1
7664,15652667,varma,590,Chennai,Male,39,9,0,2,1,1,104730.52,0
7665,15679622,nelluri,602,Chennai,Male,35,8,0,1,1,1,22499.29,0
7666,15730150,krishna,540,Bangalore,Male,37,0,120825.7,1,1,0,28257.89,0
7667,15813192,ivaturi,494,Chennai,Male,25,6,0,2,0,1,109988.09,0
7668,15606554,salmaan,797,Chennai,Male,29,1,0,1,0,1,149991.32,0
7669,15611794,tejwani,526,Mumbai,Male,61,6,133845.28,2,1,1,45180.8,0
7670,15672357,ahlawat,631,Bangalore,Male,38,7,0,2,1,0,181605.85,0
7671,15711759,parikh,576,Chennai,Female,29,5,108541.04,1,1,1,126469.09,0
7672,15615296,chaudhary,405,Chennai,Male,39,10,0,1,1,0,160810.85,1
7673,15699294,waingankar,555,Chennai,Male,30,1,0,2,0,0,88146.86,0
7674,15788634,ghatate,750,Bangalore,Female,37,2,113817.06,1,0,0,88333.74,0
7675,15660871,nadikatla,665,Chennai,Male,28,8,137300.23,1,1,0,90174.83,0
7676,15618258,sachdev,640,Bangalore,Male,37,5,158024.38,1,1,0,81298.09,0
7677,15722535,jha,457,Chennai,Female,33,7,127837.54,1,0,1,60013.17,0
7678,15711977,sahastrabuddhe,695,Chennai,Male,36,4,161533,1,1,0,100940.91,0
7679,15690169,gounder,645,Chennai,Male,31,7,161171.7,2,1,0,12599.94,1
7680,15790689,batra,647,Bangalore,Male,32,9,80958.36,1,1,1,128590.73,0
7681,15665181,kewalramani,808,Bangalore,Male,25,7,0,2,0,1,23180.37,0
7682,15633608,thorvi,641,Chennai,Male,33,2,146193.6,2,1,1,55796.83,1
7683,15805261,venkat,700,Bangalore,Male,29,8,0,2,0,1,152097.02,0
7684,15740356,"doifode, doiphode",660,Mumbai,Male,26,4,115021.76,1,0,1,162443.05,0
7685,15808223,zahaldar,615,Bangalore,Male,41,1,126773.43,1,1,1,55551.26,0
7686,15769980,noora,705,Mumbai,Female,40,3,92889.91,1,1,1,109496.69,0
7687,15675450,inamdar,718,Chennai,Male,48,9,0,2,1,1,72105.63,0
7688,15776494,tikoo,754,Chennai,Male,61,5,146622.35,1,1,1,41815.22,1
7689,15592412,shinde,713,Mumbai,Male,45,4,131038.14,1,1,0,74005.04,1
7690,15777452,gore,587,Chennai,Female,46,6,88820.29,1,0,0,70224.34,0
7691,15692258,naresh,569,Bangalore,Male,31,1,115406.97,1,0,0,145528.22,0
7692,15791045,chorghade,568,Chennai,Female,38,3,132951.92,1,0,1,124486.28,0
7693,15807889,kondke,634,Mumbai,Male,74,5,108891.7,1,1,0,10078.02,0
7694,15602043,hundal,770,Mumbai,Female,46,5,141788.63,2,0,0,164967.21,0
7695,15807335,nalamolu,676,Bangalore,Female,64,4,116954.32,1,1,1,91149.48,0
7696,15629985,dave,723,Mumbai,Female,47,10,90450,2,0,0,103379.31,1
7697,15679453,sapra,614,Mumbai,Female,39,8,125997.22,1,1,1,128049.34,1
7698,15637315,vora,601,Bangalore,Female,41,3,0,2,1,0,54342.83,0
7699,15691513,virk,592,Chennai,Male,60,9,0,4,1,1,13614.01,1
7700,15622289,walawalakar,605,Bangalore,Female,36,9,0,2,0,1,35521.63,0
7701,15715184,"kundra, kunder",752,Bangalore,Female,31,4,144637.86,2,1,0,40496.72,0
7702,15702801,mahindrakar,677,Chennai,Female,29,3,86616.35,1,0,0,91903.9,1
7703,15719931,juvekar,850,Chennai,Male,31,8,0,2,1,0,178667.7,0
7704,15806081,bharadwaj,608,Mumbai,Female,48,2,127924.25,2,1,0,32202.61,0
7705,15796336,kakde,786,Bangalore,Female,34,9,0,2,1,0,117034.32,0
7706,15647306,asrani,777,Chennai,Female,29,9,131240.61,1,1,1,163746.09,1
7707,15742369,sabnis,667,Bangalore,Male,31,5,0,2,1,1,20346.69,0
7708,15655859,sarda,848,Bangalore,Male,35,5,120046.74,2,1,0,84710.65,0
7709,15675650,sachdev,486,Chennai,Female,39,8,97819.36,1,0,1,120531.31,0
7710,15574119,karkera,598,Bangalore,Female,64,1,62979.93,1,1,1,152273.57,0
7711,15754168,anumula,506,Chennai,Female,40,3,0,1,1,1,144345.58,0
7712,15763029,rane,612,Mumbai,Male,46,9,161450.03,1,1,1,96961,1
7713,15765048,sengupta,545,Chennai,Male,30,3,0,2,1,0,170307.43,0
7714,15786215,atwal,793,Chennai,Male,56,8,119496.25,2,1,0,29880.99,0
7715,15707559,mandalik,682,Chennai,Female,30,9,0,2,1,1,195104.91,0
7716,15582129,dobriyal,517,Chennai,Male,62,1,43772.66,3,1,0,187756.24,1
7717,15687540,dixit,684,Chennai,Male,32,9,100249.41,2,0,1,67599.69,0
7718,15787196,yelkar,692,Bangalore,Male,46,2,0,2,1,1,105983.09,0
7719,15670898,uppal,740,Chennai,Female,60,5,108028.08,2,0,0,25980.42,1
7720,15775433,dhumal,666,Mumbai,Male,71,1,53013.29,2,1,1,112222.64,0
7721,15700693,swamy,693,Chennai,Male,68,2,0,2,1,1,59864.96,0
7722,15677955,wazir,757,Mumbai,Male,33,1,122088.67,1,1,0,42581.09,0
7723,15570086,kasundra,684,Mumbai,Male,18,9,90544,1,0,1,4777.23,0
7724,15794875,watwe,691,Bangalore,Male,35,6,0,2,0,1,178038.17,0
7725,15673591,rathi,842,Chennai,Male,44,3,141252.18,4,0,1,128521.16,1
7726,15631756,panjwani,482,Chennai,Female,35,5,147813.05,2,0,0,109029.72,0
7727,15757617,madiwale,735,Chennai,Male,55,6,134140.68,1,1,0,2267.88,0
7728,15612729,shinde,681,Chennai,Female,63,7,0,2,1,1,55054.48,0
7729,15637857,wagh,616,Chennai,Female,31,8,0,1,0,1,76456.17,0
7730,15681007,mehra,850,Chennai,Female,35,2,128548.49,4,1,0,75478.95,1
7731,15593622,sadarangani,635,Chennai,Male,43,10,122198.21,2,0,1,179144.54,0
7732,15629273,hooda,638,Mumbai,Male,42,8,145177.84,1,1,0,193471.74,1
7733,15765846,kanhe,820,Bangalore,Female,31,2,94222.53,1,1,0,103570.8,0
7734,15596013,saluja,694,Mumbai,Female,58,1,143212.22,1,0,0,102628.56,1
7735,15722473,hegde,713,Chennai,Male,41,3,0,2,1,0,55772.04,0
7736,15774936,ghai,543,Mumbai,Male,41,6,143350.41,1,1,1,192070.16,1
7737,15685640,bhosale,649,Chennai,Female,41,3,130931.83,1,1,1,144808.37,0
7738,15566563,surana,777,Chennai,Female,30,4,137851.31,1,1,0,5008.23,1
7739,15768746,karnawat,561,Chennai,Male,33,6,0,2,0,0,173680.39,0
7740,15689952,bhoir,724,Bangalore,Male,41,5,0,1,0,1,115753.94,0
7741,15725906,lalchandani,665,Bangalore,Female,51,8,0,1,1,1,38928.48,1
7742,15634501,tambke,441,Chennai,Male,60,1,140614.15,1,0,1,174381.23,0
7743,15571940,sahai,579,Bangalore,Male,22,3,118680.57,1,1,1,49829.8,0
7744,15741643,choudhary,777,Mumbai,Male,35,7,122917.69,1,1,1,76169.68,0
